loci	length
R051445	516
R051446	315
R051447	492
R051448	335
R051449	595
R051450	625
R051451	407
R051452	487
R051453	465
R051454	522
R051455	213
R051456	477
R051457	469
R051458	563
R051459	352
R051460	138
R051461	414
R051462	664
R051463	550
R051464	274
R051465	461
R051466	376
R051467	527
R051468	551
R051469	225
R051470	545
R051471	424
R051472	502
R051473	350
R051474	567
R051475	492
R051476	569
R051477	313
R051478	429
R051479	349
R051480	588
R051481	630
R051482	681
R051483	213
R051484	603
R051485	685
R051486	499
R051487	397
R051488	581
R051489	536
R051490	209
R051491	506
R051492	427
R051493	309
R051494	553
R051495	401
R051496	310
R051497	275
R051498	569
R051500	569
R051501	568
R051502	624
R051503	539
R051504	481
R051505	609
R051506	417
R051507	577
R051508	470
R051509	414
R051510	404
R051511	458
R051512	356
R051513	207
R051514	542
R051515	410
R051516	652
R051517	622
R051518	462
R051519	542
R051520	555
R051521	594
R051522	613
R051523	665
R051524	658
R051525	400
R051526	596
R051527	440
R051528	542
R051530	560
R051531	497
R051532	600
R051533	480
R051534	554
R051535	207
R051536	467
R051537	384
R051538	277
R051539	584
R051540	576
R051541	561
R051542	511
R051543	653
R051544	107
R051545	603
R051546	400
R051547	424
R051548	444
R051549	585
R051550	638
R051551	467
R051552	89
R051553	477
R051554	440
R051555	465
R051556	418
R051557	198
R051558	109
R051559	475
R051560	712
R051561	532
R051562	567
R051563	493
R051564	544
R051565	621
R051566	505
R051567	471
R051568	450
R051569	501
R051570	437
R051571	227
R051572	236
R051573	476
R051574	520
R051575	548
R051576	636
R051577	521
R051578	480
R051579	177
R051580	599
R051581	100
R051582	309
R051583	481
R051584	556
R051585	553
R051586	365
R051587	472
R051588	495
R051589	434
R051590	486
R051591	511
R051592	244
R051593	686
R051594	557
R051595	163
R051596	479
R051597	513
R051598	369
R051599	427
R051600	443
R051601	469
R051602	436
R051603	200
R051604	552
R051605	531
R051606	561
R051607	533
R051608	516
R051609	486
R051610	596
R051611	653
R051612	441
R051613	343
R051614	377
R051615	755
R051616	414
R051617	460
R051618	391
R051619	564
R051620	192
R051621	465
R051622	434
R051623	474
R051624	271
R051625	348
R051626	537
R051627	626
R051628	586
R051629	302
R051630	539
R051631	394
R051632	489
R051633	481
R051634	123
R051635	234
R051636	389
R051637	467
R051638	624
R051639	635
R051640	449
R051641	436
R051642	167
R051643	489
R051644	428
R051645	588
R051646	396
R051647	527
R051648	542
R051649	688
R051650	346
R051651	514
R051652	273
R051653	589
R051654	514
R051655	331
R051656	603
R051657	270
R051658	209
R051659	578
R051660	553
R051661	539
R051662	427
R051663	586
R051664	601
R051665	571
R051666	462
R051667	523
R051668	665
R051669	692
R051670	458
R051671	384
R051672	469
R051673	581
R051674	443
R051675	499
R051676	250
R051677	422
R051678	527
R051679	525
R051680	446
R051681	543
R051682	578
R051683	224
R051684	579
R051685	598
R051686	460
R051687	190
R051688	493
R051689	144
R051690	568
R051691	322
R051692	449
R051693	182
R051694	623
R051695	257
R051696	598
R051697	470
R051698	604
R051699	449
R051700	547
R051701	655
R051702	523
R051703	564
R051704	409
R051705	676
R051706	544
R051707	541
R051708	409
R051709	473
R051710	472
R051711	110
R051712	471
R051713	551
R051714	357
R051715	596
R051716	410
R051717	230
R051718	287
R051719	364
R051720	517
R051721	390
R051722	435
R051723	346
R051724	570
R051725	573
R051726	515
R051727	505
R051728	461
R051729	641
R051730	205
R051731	613
R051732	397
R051733	425
R051734	370
R051735	557
R051736	527
R051737	684
R051738	584
R051739	389
R051740	505
R051741	614
R051742	428
R051743	431
R051744	418
R051745	509
R051746	269
R051747	410
R051748	571
R051749	632
R051750	537
R051751	458
R051752	523
R051753	375
R051754	444
R051755	481
R051756	177
R051757	581
R051758	282
R051759	520
R051760	516
R051761	595
R051762	625
R051763	463
R051764	484
R051765	594
R051766	449
R051767	547
R051768	309
R051769	469
R051770	568
R051771	496
R051772	658
R051773	731
R051774	179
R051775	448
R051776	128
R051777	147
R051778	507
R051779	607
R051780	255
R051781	488
R051782	103
R051783	653
R051784	567
R051785	466
R051786	529
R051787	526
R051788	538
R051789	441
R051790	445
R051791	365
R051792	563
R051793	395
R051794	502
R051795	599
R051796	420
R051797	539
R051798	623
R051799	239
R051800	466
R051801	494
R051802	639
R051803	183
R051804	233
R051805	474
R051806	443
R051807	618
R051808	563
R051809	189
R051810	127
R051811	501
R051812	491
R051813	338
R051814	478
R051815	379
R051816	641
R051817	433
R051818	633
R051819	634
R051820	541
R051821	487
R051822	402
R051823	597
R051824	540
R051825	355
R051826	475
R051827	110
R051828	411
R051829	623
R051830	460
R051831	576
R051832	520
R051833	449
R051834	298
R051835	486
R051836	581
R051837	494
R051838	535
R051839	527
R051840	362
R051841	454
R051842	536
R051843	549
R051844	496
R051845	569
R051846	518
R051847	387
R051848	424
R051849	376
R051850	543
R051851	456
R051852	358
R051853	685
R051854	383
R051855	618
R051856	610
R051857	582
R051858	251
R051859	407
R051860	514
R051861	562
R051862	382
R051863	416
R051864	539
R051865	535
R051866	543
R051867	582
R051868	313
R051869	396
R051870	580
R051871	176
R051872	433
R051873	684
R051874	495
R051875	585
R051876	567
R051877	227
R051878	696
R051879	612
R051880	505
R051881	607
R051882	613
R051883	519
R051884	404
R051885	292
R051886	551
R051887	307
R051888	468
R051889	509
R051890	545
R051891	592
R051892	440
R051893	337
R051894	616
R051895	611
R051896	645
R051897	632
R051898	588
R051899	265
R051900	562
R051901	476
R051902	331
R051903	558
R051904	308
R051905	402
R051906	661
R051907	111
R051908	530
R051909	482
R051910	324
R051911	471
R051912	498
R051913	272
R051914	314
R051915	480
R051916	251
R051917	514
R051918	410
R051919	550
R051920	640
R051921	503
R051922	418
R051923	371
R051924	505
R051925	386
R051926	337
R051927	343
R051928	570
R051929	686
R051930	461
R051931	456
R051932	451
R051933	235
R051934	486
R051935	555
R051936	686
R051937	518
R051938	587
R051939	563
R051940	594
R051941	536
R051942	288
R051943	502
R051944	580
R051945	340
R051946	504
R051947	656
R051948	372
R051949	197
R051950	387
R051951	578
R051952	561
R051953	530
R051954	509
R051955	547
R051956	572
R051957	436
R051958	342
R051959	618
R051960	533
R051961	682
R051962	461
R051963	627
R051964	357
R051965	565
R051966	482
R051967	89
R051968	511
R051969	420
R051970	456
R051971	399
R051972	535
R051973	476
R051974	455
R051975	550
R051976	539
R051977	539
R051978	431
R051979	487
R051980	480
R051981	425
R051982	557
R051983	342
R051984	484
R051985	565
R051986	541
R051987	352
R051988	661
R051989	525
R051990	552
R051991	404
R051992	639
R051993	520
R051994	557
R051995	433
R051996	575
R051997	472
R051998	341
R051999	639
R052000	594
R052001	497
R052002	383
R052003	547
R052004	610
R052005	583
R052006	502
R052007	118
R052008	389
R052009	349
R052010	575
R052011	486
R052012	412
R052013	532
R052014	578
R052015	323
R052016	451
R052017	326
R052018	527
R052019	454
R052020	418
R052021	322
R052022	514
R052023	466
R052024	678
R052025	664
R052026	634
R052027	89
R052028	493
R052029	109
R052030	498
R052031	453
R052032	290
R052033	307
R052034	669
R052035	486
R052036	336
R052037	379
R052038	563
R052039	375
R052040	551
R052041	442
R052042	122
R052043	647
R052044	252
R052045	434
R052046	491
R052047	617
R052048	431
R052049	458
R052050	512
R052051	358
R052052	606
R052053	647
R052054	396
R052055	436
R052056	438
R052057	596
R052058	438
R052059	594
R052060	470
R052061	676
R052062	576
R052063	558
R052064	259
R052065	557
R052066	581
R052067	459
R052068	569
R052069	399
R052070	513
R052071	595
R052072	461
R052073	535
R052074	647
R052075	409
R052076	563
R052077	439
R052078	89
R052079	570
R052080	602
R052081	450
R052082	579
R052083	491
R052084	456
R052085	515
R052086	559
R052087	637
R052088	357
R052089	495
R052090	236
R052091	521
R052092	413
R052093	329
R052094	482
R052095	534
R052096	100
R052097	625
R052098	530
R052099	599
R052100	604
R052101	384
R052102	333
R052103	597
R052104	655
R052105	457
R052106	390
R052107	524
R052108	313
R052109	583
R052110	712
R052111	567
R052112	504
R052113	309
R052114	529
R052115	228
R052116	635
R052117	587
R052118	466
R052119	616
R052120	488
R052121	572
R052122	552
R052123	586
R052124	263
R052125	559
R052126	89
R052127	452
R052128	448
R052129	610
R052130	140
R052131	205
R052132	401
R052133	584
R052134	139
R052135	612
R052136	525
R052137	536
R052138	132
R052139	532
R052140	454
R052141	478
R052142	562
R052143	353
R052144	522
R052145	358
R052146	253
R052147	469
R052148	491
R052149	625
R052150	570
R052151	265
R052152	452
R052153	536
R052154	476
R052155	489
R052156	628
R052157	467
R052158	608
R052159	474
R052160	396
R052161	500
R052162	645
R052163	541
R052164	537
R052165	382
R052166	188
R052167	428
R052168	571
R052169	396
R052170	585
R052171	489
R052172	576
R052173	645
R052174	483
R052175	553
R052176	563
R052177	221
R052178	494
R052179	696
R052180	442
R052181	575
R052182	393
R052183	538
R052184	318
R052185	329
R052186	604
R052187	681
R052188	553
R052189	565
R052190	587
R052191	351
R052192	267
R052193	484
R052194	437
R052195	514
R052196	546
R052197	372
R052198	666
R052199	526
R052200	375
R052201	437
R052202	573
R052203	465
R052204	560
R052205	591
R052206	494
R052207	398
R052208	530
R052209	225
R052210	611
R052211	362
R052212	329
R052213	388
R052214	434
R052215	624
R052216	309
R052217	415
R052218	481
R052219	648
R052220	599
R052221	119
R052222	352
R052223	226
R052224	559
R052225	573
R052226	528
R052227	352
R052228	510
R052229	505
R052230	163
R052231	656
R052232	365
R052233	580
R052234	510
R052235	422
R052236	529
R052237	510
R052238	681
R052239	591
R052240	406
R052241	536
R052242	368
R052243	463
R052244	586
R052245	469
R052246	455
R052247	615
R052248	675
R052249	497
R052250	489
R052251	203
R052252	539
R052253	303
R052254	133
R052255	480
R052256	293
R052257	524
R052258	440
R052259	535
R052260	518
R052261	686
R052262	527
R052263	466
R052264	605
R052265	530
R052266	446
R052267	411
R052268	571
R052269	504
R052270	672
R052271	439
R052272	621
R052273	576
R052274	519
R052275	463
R052276	574
R052277	366
R052278	515
R052279	484
R052280	549
R052281	131
R052282	620
R052283	538
R052284	541
R052285	403
R052286	499
R052287	357
R052288	570
R052289	367
R052290	557
R052291	402
R052292	378
R052293	598
R052294	443
R052295	524
R052296	170
R052297	478
R052298	426
R052299	437
R052300	299
R052301	538
R052302	363
R052303	452
R052304	484
R052305	589
R052306	554
R052307	380
R052308	483
R052309	336
R052310	505
R052311	359
R052312	523
R052313	502
R052314	553
R052315	102
R052316	424
R052317	588
R052318	533
R052319	603
R052320	442
R052321	422
R052322	566
R052323	575
R052324	414
R052325	532
R052326	349
R052327	481
R052328	484
R052329	565
R052330	444
R052331	596
R052332	494
R052333	354
R052334	277
R052335	466
R052336	307
R052337	439
R052338	378
R052339	514
R052340	428
R052341	225
R052342	461
R052343	398
R052344	598
R052345	303
R052346	318
R052347	557
R052348	522
R052349	491
R052350	446
R052351	310
R052352	239
R052353	432
R052354	474
R052355	537
R052356	475
R052357	278
R052358	516
R052359	429
R052360	415
R052361	619
R052362	511
R052363	586
R052364	579
R052365	381
R052366	579
R052367	497
R052368	503
R052369	676
R052370	453
R052371	456
R052372	501
R052373	232
R052374	552
R052375	518
R052376	493
R052377	557
R052378	457
R052379	530
R052380	462
R052381	612
R052382	510
R052383	417
R052384	342
R052385	628
R052386	525
R052387	575
R052388	395
R052389	524
R052390	585
R052391	611
R052392	307
R052393	443
R052394	478
R052395	465
R052396	611
R052397	615
R052398	192
R052399	614
R052400	559
R052401	446
R052402	528
R052403	327
R052404	617
R052405	412
R052406	542
R052407	514
R052408	392
R052409	608
R052410	494
R052411	579
R052412	507
R052413	435
R052414	357
R052415	664
R052416	263
R052417	464
R052418	559
R052419	327
R052420	557
R052421	560
R052422	728
R052423	652
R052424	156
R052425	243
R052426	446
R052427	679
R052428	365
R052429	576
R052430	278
R052431	226
R052432	594
R052433	551
R052434	482
R052435	311
R052436	517
R052437	462
R052438	381
R052439	396
R052441	497
R052442	651
R052443	102
R052444	571
R052445	575
R052446	554
R052447	499
R052448	93
R052449	468
R052450	493
R052451	303
R052452	371
R052453	509
R052454	386
R052455	400
R052456	425
R052457	522
R052458	455
R052459	563
R052460	678
R052461	126
R052462	291
R052463	574
R052464	451
R052465	213
R052466	463
R052467	418
R052468	447
R052469	287
R052470	407
R052471	779
R052472	484
R052473	489
R052474	469
R052475	494
R052476	608
R052477	424
R052478	524
R052479	167
R052480	149
R052481	229
R052482	518
R052483	486
R052484	583
R052485	481
R052486	305
R052487	548
R052488	138
R052489	464
R052490	489
R052491	493
R052492	454
R052493	374
R052494	431
R052495	438
R052496	519
R052497	481
R052498	263
R052499	150
R052500	524
R052501	529
R052502	398
R052503	723
R052504	551
R052505	475
R052506	530
R052507	465
R052509	299
R052510	523
R052511	675
R052512	490
R052513	608
R052514	400
R052515	492
R052516	556
R052517	443
R052518	672
R052519	386
R052520	588
R052521	408
R052522	305
R052523	434
R052524	781
R052525	578
R052526	575
R052527	519
R052528	433
R052529	424
R052530	303
R052531	523
R052532	533
R052533	207
R052534	625
R052535	341
R052536	658
R052537	612
R052538	89
R052539	477
R052540	599
R052541	592
R052542	496
R052543	512
R052544	511
R052545	522
R052546	541
R052547	478
R052548	357
R052549	445
R052550	649
R052551	565
R052552	476
R052553	652
R052554	228
R052555	569
R052556	519
R052557	421
R052558	600
R052559	597
R052560	655
R052561	470
R052562	416
R052563	263
R052564	254
R052565	470
R052566	494
R052567	472
R052568	131
R052569	503
R052570	539
R052571	421
R052572	507
R052573	463
R052574	548
R052575	333
R052576	523
R052577	550
R052578	524
R052579	503
R052580	314
R052581	423
R052582	568
R052583	635
R052584	518
R052585	594
R052586	542
R052587	384
R052588	476
R052589	503
R052590	498
R052591	475
R052592	747
R052593	554
R052594	513
R052595	523
R052596	488
R052597	339
R052598	579
R052599	571
R052600	475
R052601	494
R052602	515
R052603	312
R052604	471
R052605	454
R052606	408
R052607	587
R052608	625
R052609	561
R052610	531
R052611	236
R052612	534
R052613	513
R052614	472
R052615	451
R052617	516
R052618	599
R052619	576
R052620	585
R052621	539
R052622	523
R052623	442
R052624	497
R052625	513
R052626	497
R052627	268
R052628	188
R052629	538
R052630	489
R052631	556
R052632	496
R052633	530
R052634	594
R052635	419
R052636	616
R052637	474
R052638	257
R052639	550
R052640	642
R052641	282
R052642	275
R052643	257
R052644	500
R052645	619
R052646	517
R052647	451
R052648	643
R052649	527
R052650	450
R052651	384
R052652	425
R052653	539
R052654	434
R052655	394
R052656	461
R052657	494
R052658	645
R052659	480
R052660	504
R052661	393
R052662	550
R052663	491
R052664	419
R052665	416
R052666	515
R052667	432
R052668	526
R052669	230
R052670	177
R052671	639
R052672	330
R052673	516
R052674	544
R052675	677
R052676	515
R052677	354
R052678	358
R052679	630
R052680	411
R052681	401
R052682	393
R052683	509
R052684	533
R052685	681
R052686	506
R052687	469
R052688	459
R052689	102
R052690	292
R052691	520
R052692	433
R052693	625
R052694	448
R052695	564
R052696	518
R052697	601
R052698	523
R052699	214
R052700	485
R052701	458
R052702	526
R052703	650
R052704	496
R052705	582
R052706	585
R052707	585
R052708	345
R052709	417
R052710	369
R052711	616
R052712	423
R052713	593
R052714	324
R052715	404
R052716	153
R052717	400
R052718	481
R052719	406
R052720	415
R052721	641
R052722	449
R052723	497
R052724	463
R052725	447
R052726	437
R052727	594
R052728	558
R052729	526
R052730	474
R052731	514
R052732	314
R052733	549
R052734	452
R052735	88
R052736	260
R052737	568
R052738	504
R052739	165
R052740	492
R052741	611
R052742	372
R052743	164
R052744	494
R052745	575
R052746	551
R052747	563
R052748	365
R052749	339
R052750	539
R052751	493
R052752	396
R052753	428
R052754	392
R052755	482
R052756	660
R052757	528
R052758	466
R052759	426
R052760	216
R052761	600
R052762	405
R052763	216
R052764	414
R052765	490
R052766	215
R052767	560
R052768	618
R052769	380
R052770	684
R052771	487
R052772	166
R052773	193
R052774	623
R052775	590
R052776	183
R052777	364
R052778	207
R052779	304
R052780	470
R052781	616
R052782	216
R052783	402
R052784	179
R052785	524
R052786	617
R052787	674
R052788	545
R052789	531
R052790	405
R052791	467
R052792	281
R052793	601
R052794	559
R052795	632
R052796	89
R052797	607
R052798	466
R052799	285
R052800	404
R052801	503
R052802	518
R052803	452
R052804	518
R052805	589
R052806	412
R052807	393
R052808	588
R052809	586
R052810	484
R052811	498
R052812	116
R052813	379
R052814	609
R052815	483
R052816	537
R052817	646
R052818	701
R052819	543
R052820	148
R052821	173
R052822	241
R052823	425
R052824	270
R052825	350
R052826	487
R052827	554
R052828	176
R052829	559
R052830	409
R052831	616
R052832	191
R052833	499
R052834	604
R052835	433
R052836	151
R052837	237
R052838	486
R052839	309
R052840	547
R052841	408
R052842	515
R052843	447
R052844	518
R052845	335
R052846	455
R052847	493
R052848	447
R052849	459
R052850	445
R052851	539
R052852	485
R052853	167
R052854	575
R052855	571
R052856	595
R052857	564
R052858	384
R052859	111
R052860	483
R052861	346
R052862	434
R052863	505
R052864	504
R052865	490
R052866	596
R052867	518
R052868	546
R052869	319
R052870	404
R052871	569
R052872	601
R052873	493
R052874	500
R052875	414
R052876	423
R052877	508
R052878	551
R052879	539
R052880	474
R052881	526
R052882	436
R052883	410
R052884	548
R052885	146
R052886	551
R052887	439
R052888	414
R052889	632
R052890	337
R052891	548
R052892	407
R052893	536
R052894	522
R052895	566
R052896	393
R052897	435
R052898	591
R052899	582
R052900	397
R052901	328
R052902	89
R052903	568
R052904	537
R052905	484
R052906	397
R052907	513
R052908	490
R052909	210
R052910	542
R052911	513
R052912	422
R052913	629
R052914	628
R052915	654
R052916	577
R052917	414
R052918	647
R052919	287
R052920	579
R052921	592
R052922	466
R052923	320
R052924	481
R052925	506
R052926	412
R052927	489
R052928	359
R052929	321
R052930	461
R052931	480
R052932	525
R052933	646
R052934	137
R052935	161
R052936	363
R052937	344
R052938	475
R052939	208
R052940	354
R052941	313
R052942	267
R052943	554
R052944	377
R052945	461
R052946	448
R052947	512
R052948	470
R052949	543
R052950	273
R052951	509
R052952	741
R052953	531
R052954	543
R052955	243
R052956	472
R052957	455
R052958	225
R052959	720
R052960	459
R052961	217
R052962	494
R052963	604
R052964	597
R052965	355
R052966	565
R052967	604
R052968	605
R052969	375
R052970	566
R052971	433
R052972	406
R052973	568
R052974	326
R052975	670
R052976	651
R052977	521
R052978	541
R052979	485
R052980	557
R052981	341
R052982	175
R052983	334
R052984	517
R052985	480
R052986	458
R052987	333
R052988	477
R052989	609
R052990	414
R052991	359
R052992	127
R052993	609
R052994	559
R052995	248
R052996	583
R052997	577
R052998	533
R052999	438
R053000	474
R053001	564
R053002	451
R053003	596
R053004	474
R053005	549
R053006	581
R053007	378
R053008	614
R053009	357
R053010	282
R053011	450
R053012	508
R053013	565
R053014	590
R053015	621
R053016	272
R053017	535
R053018	552
R053019	639
R053020	352
R053021	546
R053022	616
R053023	629
R053024	576
R053025	245
R053026	336
R053027	536
R053028	379
R053029	568
R053030	658
R053031	491
R053032	449
R053033	567
R053034	575
R053035	532
R053037	659
R053038	574
R053039	634
R053040	652
R053041	459
R053042	554
R053043	388
R053044	561
R053045	492
R053046	486
R053047	456
R053048	537
R053049	409
R053050	477
R053051	540
R053052	495
R053053	445
R053054	639
R053055	533
R053056	556
R053057	498
R053058	369
R053059	103
R053060	444
R053061	459
R053062	459
R053063	461
R053064	540
R053065	645
R053066	339
R053067	484
R053068	485
R053069	729
R053070	454
R053071	390
R053072	337
R053073	397
R053074	495
R053075	610
R053076	383
R053077	249
R053078	525
R053079	523
R053080	466
R053081	508
R053082	520
R053083	497
R053084	506
R053085	463
R053086	311
R053087	404
R053088	477
R053089	120
R053090	419
R053091	503
R053092	742
R053093	427
R053094	599
R053095	490
R053096	459
R053097	518
R053098	614
R053099	336
R053100	459
R053101	395
R053102	542
R053103	571
R053104	455
R053105	333
R053106	422
R053107	633
R053108	530
R053109	365
R053110	559
R053111	352
R053112	555
R053113	657
R053114	526
R053115	570
R053116	525
R053117	490
R053118	508
R053119	500
R053120	602
R053121	373
R053122	559
R053123	395
R053124	521
R053125	100
R053126	499
R053127	442
R053128	181
R053129	535
R053130	490
R053131	441
R053132	384
R053133	615
R053134	491
R053135	461
R053136	596
R053137	561
R053138	733
R053139	305
R053140	451
R053141	440
R053142	422
R053143	510
R053144	381
R053145	327
R053146	486
R053147	423
R053148	222
R053149	589
R053150	552
R053151	435
R053152	428
R053153	567
R053154	483
R053155	275
R053156	89
R053157	147
R053158	452
R053159	568
R053160	564
R053161	697
R053162	680
R053163	415
R053164	579
R053165	524
R053166	479
R053167	419
R053168	501
R053169	159
R053170	371
R053171	524
R053172	535
R053173	567
R053174	607
R053175	564
R053176	681
R053177	589
R053178	505
R053179	528
R053180	512
R053181	528
R053182	407
R053183	664
R053184	480
R053185	460
R053186	432
R053187	533
R053188	540
R053189	525
R053190	112
R053191	547
R053192	415
R053193	581
R053194	660
R053195	470
R053196	506
R053197	570
R053198	342
R053199	459
R053200	484
R053201	655
R053202	479
R053203	341
R053204	538
R053205	371
R053206	488
R053207	497
R053208	209
R053209	284
R053210	555
R053211	624
R053212	666
R053213	169
R053214	473
R053215	213
R053216	275
R053217	320
R053218	527
R053219	206
R053220	260
R053221	532
R053222	452
R053223	661
R053224	511
R053225	314
R053226	469
R053227	568
R053228	120
R053229	521
R053230	417
R053231	453
R053232	579
R053233	659
R053234	450
R053235	715
R053236	250
R053237	556
R053238	328
R053239	517
R053240	742
R053241	391
R053242	501
R053243	383
R053244	297
R053245	531
R053246	464
R053247	395
R053248	667
R053249	597
R053250	517
R053251	396
R053252	683
R053253	591
R053254	547
R053255	535
R053256	379
R053257	575
R053258	89
R053259	319
R053260	389
R053261	226
R053262	342
R053263	576
R053264	629
R053265	458
R053266	237
R053267	450
R053268	669
R053269	412
R053270	592
R053271	563
R053272	330
R053273	733
R053274	582
R053275	474
R053276	589
R053277	172
R053278	460
R053279	195
R053280	397
R053281	388
R053282	89
R053283	381
R053284	462
R053285	114
R053286	594
R053287	517
R053288	680
R053289	422
R053290	451
R053291	543
R053292	623
R053293	300
R053294	133
R053295	451
R053296	468
R053297	496
R053298	459
R053299	533
R053300	591
R053301	335
R053302	280
R053303	172
R053304	485
R053305	616
R053306	372
R053307	280
R053308	453
R053309	564
R053310	516
R053311	563
R053312	464
R053313	513
R053314	538
R053315	622
R053316	447
R053317	540
R053318	593
R053319	567
R053320	507
R053321	485
R053322	311
R053323	171
R053324	261
R053325	505
R053326	656
R053327	491
R053328	579
R053329	676
R053330	226
R053331	465
R053332	444
R053333	727
R053334	593
R053335	107
R053336	505
R053337	335
R053338	494
R053339	623
R053340	396
R053341	579
R053342	422
R053343	239
R053344	552
R053345	163
R053346	518
R053347	332
R053348	425
R053349	500
R053350	420
R053351	694
R053352	477
R053353	264
R053354	690
R053355	442
R053356	507
R053357	341
R053358	476
R053359	652
R053360	461
R053361	560
R053362	649
R053363	614
R053364	685
R053365	452
R053366	163
R053367	327
R053368	243
R053369	549
R053370	352
R053371	582
R053372	567
R053373	204
R053374	284
R053375	614
R053376	495
R053377	451
R053378	606
R053379	518
R053380	583
R053381	461
R053382	641
R053383	429
R053384	342
R053385	528
R053386	571
R053387	236
R053388	522
R053389	615
R053390	392
R053391	194
R053392	416
R053393	615
R053394	228
R053395	349
R053396	418
R053397	622
R053398	453
R053399	489
R053400	565
R053401	445
R053402	597
R053403	499
R053404	434
R053405	653
R053406	393
R053407	109
R053408	554
R053409	542
R053410	500
R053411	533
R053412	641
R053413	145
R053414	543
R053415	583
R053416	407
R053417	607
R053418	483
R053419	248
R053420	488
R053421	173
R053422	414
R053423	523
R053424	525
R053425	493
R053426	482
R053427	597
R053428	435
R053429	364
R053430	370
R053431	503
R053432	604
R053433	437
R053434	510
R053435	454
R053436	522
R053437	615
R053438	621
R053439	544
R053440	710
R053441	670
R053442	592
R053443	199
R053444	392
R053445	407
R053446	517
R053447	327
R053448	588
R053450	530
R053451	477
R053452	470
R053453	552
R053454	323
R053455	503
R053456	111
R053457	578
R053458	458
R053459	333
R053460	491
R053461	423
R053462	442
R053463	481
R053464	557
R053465	468
R053466	456
R053467	204
R053468	500
R053469	530
R053470	135
R053471	562
R053472	447
R053473	314
R053474	439
R053475	564
R053476	524
R053477	515
R053478	608
R053479	468
R053480	596
R053481	402
R053482	563
R053483	701
R053484	439
R053485	395
R053486	561
R053487	521
R053488	537
R053489	489
R053490	566
R053491	178
R053492	580
R053493	495
R053494	663
R053495	431
R053496	408
R053497	519
R053498	653
R053499	534
R053500	646
R053501	505
R053502	316
R053503	601
R053504	571
R053505	420
R053506	603
R053507	329
R053508	187
R053509	371
R053510	132
R053511	729
R053512	564
R053513	476
R053514	483
R053515	511
R053516	561
R053517	438
R053518	449
R053519	325
R053520	346
R053521	636
R053522	444
R053523	504
R053524	503
R053525	550
R053526	402
R053527	498
R053528	370
R053529	593
R053530	272
R053531	498
R053532	614
R053533	528
R053534	684
R053535	386
R053536	661
R053537	360
R053538	546
R053539	517
R053540	289
R053541	374
R053542	586
R053543	558
R053544	473
R053545	222
R053546	576
R053547	467
R053548	359
R053549	551
R053550	570
R053551	507
R053552	601
R053553	576
R053554	371
R053555	364
R053556	549
R053557	468
R053558	491
R053559	423
R053560	566
R053561	452
R053562	546
R053563	407
R053564	558
R053565	604
R053566	524
R053567	540
R053568	578
R053569	618
R053570	465
R053571	323
R053572	368
R053573	428
R053574	423
R053575	685
R053576	474
R053577	134
R053578	495
R053579	472
R053580	516
R053581	587
R053582	533
R053583	460
R053584	480
R053585	461
R053586	556
R053587	619
R053588	142
R053589	500
R053590	480
R053591	571
R053592	598
R053593	384
R053594	474
R053595	497
R053596	652
R053597	484
R053598	220
R053599	572
R053600	461
R053601	496
R053602	506
R053603	401
R053604	323
R053605	730
R053606	539
R053607	515
R053608	540
R053609	508
R053610	557
R053611	515
R053612	609
R053613	546
R053614	512
R053615	601
R053616	472
R053617	573
R053618	459
R053619	543
R053620	470
R053621	660
R053622	528
R053623	617
R053624	250
R053625	308
R053626	436
R053627	124
R053628	725
R053629	382
R053630	469
R053631	497
R053632	546
R053633	509
R053634	530
R053635	734
R053636	519
R053637	379
R053638	496
R053639	498
R053640	673
R053641	442
R053642	614
R053643	625
R053644	396
R053645	547
R053646	496
R053647	590
R053648	595
R053649	407
R053650	455
R053651	510
R053652	377
R053653	273
R053654	145
R053655	583
R053656	647
R053657	221
R053658	134
R053659	554
R053660	542
R053661	407
R053662	547
R053663	451
R053664	499
R053665	676
R053667	550
R053668	454
R053669	590
R053670	615
R053671	556
R053672	483
R053673	531
R053674	587
R053675	428
R053676	514
R053677	507
R053678	477
R053679	566
R053680	575
R053681	526
R053682	430
R053683	520
R053684	504
R053685	328
R053686	440
R053687	478
R053688	543
R053689	428
R053690	489
R053691	539
R053692	137
R053693	356
R053694	586
R053695	406
R053696	103
R053697	509
R053698	317
R053699	584
R053700	553
R053701	656
R053702	551
R053703	515
R053704	442
R053705	573
R053706	669
R053707	542
R053708	500
R053709	614
R053710	631
R053711	432
R053712	660
R053713	576
R053714	308
R053715	586
R053716	576
R053717	288
R053718	644
R053719	441
R053720	496
R053721	522
R053722	548
R053723	424
R053724	517
R053725	178
R053726	534
R053727	121
R053728	518
R053729	486
R053730	605
R053731	515
R053732	603
R053733	439
R053734	422
R053735	648
R053736	486
R053737	175
R053738	319
R053739	377
R053740	445
R053741	617
R053742	535
R053743	616
R053744	513
R053745	385
R053746	437
R053747	558
R053748	608
R053749	514
R053750	220
R053751	410
R053752	482
R053753	531
R053754	416
R053755	390
R053756	416
R053757	426
R053758	511
R053759	568
R053760	392
R053761	112
R053762	579
R053763	210
R053764	498
R053765	243
R053767	597
R053768	404
R053769	426
R053770	514
R053771	553
R053772	285
R053773	335
R053774	582
R053775	355
R053776	518
R053777	612
R053778	322
R053779	487
R053780	176
R053781	590
R053782	588
R053783	99
R053784	667
R053785	560
